epoch,step,test/accuracy,test/loss,train/accuracy,train/loss,val/acc_best,val/accuracy,val/loss
0,9,,,0.017578125,4.472134590148926,,,
0,19,,,0.02734375,4.4056315422058105,,,
0,29,,,0.029296875,4.377721786499023,,,
0,39,,,0.021484375,4.313262939453125,,,
0,48,,,,,0.028200000524520874,0.028200000524520874,4.403022766113281
1,49,,,0.0341796875,4.260731220245361,,,
1,59,,,0.03125,4.248056411743164,,,
1,69,,,0.0361328125,4.22643518447876,,,
1,79,,,0.0517578125,4.192276477813721,,,
1,89,,,0.0458984375,4.21356201171875,,,
1,97,,,,,0.04839999973773956,0.04839999973773956,4.1159772872924805
2,99,,,0.041015625,4.156158447265625,,,
2,109,,,0.0234375,4.279506683349609,,,
2,119,,,0.037109375,4.151439189910889,,,
2,129,,,0.06640625,4.068787097930908,,,
2,139,,,0.0595703125,4.097995281219482,,,
2,146,,,,,0.06279999762773514,0.06279999762773514,3.972250461578369
3,149,,,0.078125,4.029876708984375,,,
3,159,,,0.0615234375,4.118922710418701,,,
3,169,,,0.0673828125,4.054749488830566,,,
3,179,,,0.0732421875,3.9399735927581787,,,
3,189,,,0.083984375,3.947300434112549,,,
3,195,,,,,0.07580000162124634,0.07580000162124634,3.8976223468780518
4,199,,,0.08203125,3.9277470111846924,,,
4,209,,,0.0810546875,3.9623918533325195,,,
4,219,,,0.0849609375,3.9148614406585693,,,
4,220,0.0851999968290329,3.8816254138946533,,,,,
